道具id;道具名称;描述;稀有度
413202;铁刀;;绿
413203;赤刀·初;赤刀门专属奇物，每当决斗胜利即可淬炼，淬炼度足够后便可升级为更强的赤刀;绿
413204;物品批量生成;;绿
413205;测试用物品;;绿
413206;挖石灰铲;挖石灰专用的铲子，韦大宝已经用它铲倒过好几个镇子的城墙了;绿
511511;《玄武断崖心法》秘籍;;金
511512;《醉拳》秘籍;;金
511513;《神通无碍》秘籍;;暗金
511514;《养吾心法》秘籍;;紫
511515;《如意心法》秘籍;;绿
6000156;《偷天换日》天书;;金
6000157;《白日见月》天书;;暗金
510006;《缺陷连珠镖》秘籍;;暗金
510005;《漫天福利雨》秘籍;;暗金
6000160;《日月参辰》天书;;紫
510003;《缺陷九式剑法》秘籍;;暗金
6000162;《今月古月》天书;;绿
6000163;《毒泷恶雾》天书;;暗金
510000;《拍手十二拍》秘籍;;暗金
502314;《千叶机变刀》残章;;暗金
6000166;《何其毒也》天书;;暗金
6000167;《蜂虿有毒》天书;;白
502217;《江湖拳法》残章;;白
6000169;《荼毒生灵》天书;;暗金
502215;《江湖暗器》残章;;白
6000171;《抗毒而生》天书;;紫
6000172;《炼毒催功》天书;;绿
502195;《内功秘典》残章;;暗金
6000174;《百炼毒腿》天书;;暗金
502193;《腿皇秘典》残章;;暗金
6000176;《以毒攻毒》天书;;暗金
6000177;《宴安鸩毒》天书;;绿
6000178;《淬毒金腿》天书;;绿
6000179;《剑法精通-无双》天书;;暗金
6000180;《刀法精通-无双》天书;;暗金
6000181;《暗器精通-无双》天书;;暗金
6000182;《狼蜂猛毒》天书;;金
6000183;《医术精通-无双》天书;;暗金
6000184;《奇门精通-无双》天书;;暗金
6000185;《阳解阴毒》天书;;蓝
6000186;《刮骨去毒》天书;;绿
502136;《二指禅》残章;;蓝
502135;《九九归一》残章;;暗金
502134;《九合一匡》残章;;橙
413246;武当弟子剑;武当初入弟子所配的长剑，款式朴素，坚固锋利;蓝
6000191;《雪域毒蟾》天书;;金
502132;《调息内功》残章;;绿
502130;《打坐心法》残章;;白
6000194;《神龙之威》天书;;金
6000195;《拳掌精通-无双》天书;;暗金
6000196;《内功精通-无双》天书;;暗金
6000197;《腿法精通-无双》天书;;暗金
6000198;《腿法精通-新手》天书;;白
6000199;《屏气慑息》天书;;蓝
6000200;《天行时气》天书;;金
6000201;《少气无力》天书;;金
6000202;《伤心疾首》天书;;金
6000203;《暗器精通-新手》天书;;白
6000204;《盛气凌人》天书;;金
6000205;《飞雪探梅》天书;;紫
6000206;《北冥有鱼》天书;;紫
6000207;《拳掌精通-新手》天书;;白
6000208;《凌波仙子》天书;;金
6000209;《刀法精通-新手》天书;;白
6000210;《生死有命》天书;;绿
6000211;《霜气横秋》天书;;暗金
6000212;《怨气满腹》天书;;绿
6000213;《剑法精通-新手》天书;;白
6000214;《祥云瑞气》天书;;橙
6000215;《奇门精通-新手》天书;;白
502022;《崩山赤冥拳》残章;;金
6000217;《归全反真》天书;;白
6000218;《返璞归真》天书;;紫
6000219;《真金不镀》天书;;蓝
502018;《四绝拳》残章;;绿
502017;《石拳》残章;;白
6000222;《怀真抱素》天书;;暗金
6000223;《全力以赴》天书;;金
6000224;《抱朴含真》天书;;蓝
6000225;《全真七子》天书;;暗金
6000226;《文武双全》天书;;橙
6000227;《修真养性》天书;;紫
6000228;《真金烈火》天书;;暗金
6000229;《通真达灵》天书;;白
6000230;《一举两全》天书;;白
6000231;《弃伪从真》天书;;金
502002;《玄阴锻骨》残章;;蓝
502001;《手挥五弦》残章;;金
6000234;《铁臂神拳》天书;;绿
501901;《无情镖》残章;;绿
6000236;《冰冻三尺》天书;;绿
6000237;《再接再厉》天书;;蓝
6000238;《浮生若梦》天书;;橙
6000239;《铁马冰河》天书;;金
6000240;《未雨绸缪》天书;;橙
511601;《搅火棍法》秘籍;;绿
511602;《名剑剑法》秘籍;;白
511603;《青釭剑法》秘籍;;蓝
511604;《纯钧剑法》秘籍;;橙
413301;铜刀;;蓝
413302;昆仑顶弟子刀;昆仑顶弟子专用刀;蓝
413303;赤刀·破;赤刀门专属奇物，每当决斗胜利即可淬炼，淬炼度足够后便可升级为更强的赤刀;蓝
413304;朱家传家宝刀;砍人衣服的大砍刀，一般人都举不起来;蓝
413305;见习捕快刀;六扇门见习捕快的刀，统一配备，辨识度很低;蓝
413306;见习捕快拳套;六扇门见习捕快的拳套，统一配备，辨识度很低;蓝
511611;《斩铁断钢刀法》秘籍;;金
413308;惊魂刀;;蓝
413309;机关刀;;蓝
413310;佛刀;;蓝
413311;郭孝天的刀;海蟾真人所赠。剑身上刻下了“侠之大者，为国为民”八字。;蓝
6000256;《锐不可当》天书;;紫
6000257;《遮天蔽日》天书;;橙
417410;铁索连环护腿;铁索与铁环打成的护腿，在施展腿法时，铁索甩起来，有几率对一个目标造成额外伤害。;暗金
6000259;《勇猛精进》天书;;紫
6000260;《阴阳逆流》天书;;橙
6000261;《风声鹤唳》天书;;蓝
6000262;《破釜沉舟》天书;;金
6000263;《身经百战》天书;;橙
6000264;《欲擒故纵》天书;;绿
6000265;《势如破竹》天书;;橙
6000266;《天地重合》天书;;橙
6000267;《兵戎相见》天书;;金
6000268;《不动冥王》天书;;紫
6000269;《阴阳倒转》天书;;暗金
6000270;《龙血玄黄》天书;;暗金
501703;《托镖长戟》残章;;橙
501702;《扛旗枪法》残章;;蓝
501701;《登山杖法》残章;;白
6000274;《一力当先》天书;;金
501615;《大力断钢斩》残章;;暗金
501614;《祭血焚炉功》残章;;暗金
501613;《乱风棍法》残章;;紫
501612;《薪火无尽棍法》残章;;金
6000279;《刀法精通-优秀》天书;;紫
6000280;《暗器精通-优秀》天书;;紫
6000281;《奇门精通-优秀》天书;;紫
6000282;《湛卢剑气》天书;;暗金
501515;《如意心法》残章;;绿
6000284;《洪炉点雪》天书;;橙
6000285;《重起炉灶》天书;;紫
501512;《醉拳》残章;;金
6000287;《碧霞悠哉》天书;;暗金
501510;《绵里藏针决》残章;;紫
6000289;《冰肌雪肤》天书;;暗金
6000290;《心若炎炎》天书;;暗金
6000291;《寒气绕体》天书;;金
6000292;《炎气护身》天书;;金
6000293;《一鼓作气》天书;;金
6000294;《生机勃勃》天书;;金
954023;游龙护腿图纸;使用：学会“游龙护腿”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;紫
954024;铁拐棍图纸;使用：学会“铁拐棍”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;紫
6000297;《气势汹汹》天书;;金
6000298;《拳掌精通-优秀》天书;;紫
6000299;《腿法精通-优秀》天书;;紫
501411;《燃魔刀法》残章;;暗金
6000301;《暴雨如注》天书;;绿
6000302;《复归嵩岑》天书;;紫
6000303;《日和风暖》天书;;蓝
6000304;《寒木春华》天书;;绿
6000305;《青天白龙》天书;;暗金
6000306;《摧折豪强》天书;;蓝
6000307;《气贯长虹》天书;;蓝
6000308;《山高水长》天书;;橙
6000309;《寒花晚节》天书;;紫
6000310;《花朝月夕》天书;;橙
6000311;《闪转腾挪》天书;;紫
6000312;《镜里观花》天书;;紫
6000313;《见缝插针》天书;;橙
6000314;《三才断崖》天书;;紫
6000315;《仙人指路》天书;;蓝
6000316;《霍然而愈》天书;;绿
6000317;《仙露明珠》天书;;橙
6000318;《承天之佑》天书;;紫
501023;《赤红凝露针》残章;;蓝
501021;《无上元气针》残章;;暗金
501015;《逍遥腿法》残章;;绿
501014;《扶摇腿法》残章;;紫
501013;《化功绵掌》残章;;橙
6000324;《按强助弱》天书;;绿
6000325;《一张白纸》天书;;绿
6000326;《擅长用刀》天书;;白
6000327;《擅长用剑》天书;;白
6000328;《擅长用拳》天书;;白
6000329;《擅长用腿》天书;;白
6000330;《擅长奇门》天书;;白
6000331;《擅长暗器》天书;;白
500519;《正两仪剑法》残章;;蓝
6000333;《腿法如风》天书;;紫
6000334;《剑法精通-极品》天书;;橙
6000335;《孤儿》天书;;白
6000336;《刀法精通-极品》天书;;橙
6000337;《暗器精通-极品》天书;;橙
6000338;《与剑为伍》天书;;紫
6000339;《奇门精通-极品》天书;;橙
6000340;《盘马弯弓》天书;;金
511701;《登山杖法》秘籍;;白
511702;《扛旗枪法》秘籍;;蓝
511703;《托镖长戟》秘籍;;橙
511704;《龙门剑法》秘籍;;白
413401;厨神之刀;隐约能看到上面刻了四个字，可惜年代久远，已无法辨识。;紫
413402;银刀;;紫
413403;赤刀·极;赤刀门专属奇物，每当决斗胜利即可淬炼，淬炼度足够后便可升级为更强的赤刀。;紫
413404;五虎金刀;上刻金丝五虎暗纹，豪奢非凡;紫
413405;迅雷剑;剑如其名，能以迅雷不及耳的速度攻击敌方要害;金
413406;回春针匣;原本是郎中用来存放针灸所用银针！;橙
413407;乌金衣;雪山有乌蚕，百年一吐丝。蚕丝织宝衣，刀枪亦难入。;金
413408;龙泉宝剑;龙泉宝剑锋锐异常，且造价低廉，百余年来常有拥兵自重者觊觎在侧。;暗金
511713;《嵩阳炎冰掌》秘籍;;金
6000354;《仇恨蒙心》天书;;金
500035;《星宇破空击》残章;;橙
413412;了慧的倭刀;锋利的倭刀，不知是从哪弄来的。;紫
413413;南诏苗刀;双手长刀，刀长有时可达四到五尺，向外曲凸。刀背随刃而曲，两侧有两条纹波形指甲印花纹;紫
413414;赤焰刀;在月牙村的废墟中找到的大刀, 通体赤红, 就像是那一晚的熊熊烈焰;紫
413415;六扇门弟子刀;六扇门正式捕快的刀，统一配备，结实耐用;紫
511720;《十一招风云斩》秘籍;;金
511721;《十三路龙吟刀》秘籍;;暗金
511722;《冰火九重天》秘籍;;暗金
6000363;《蛮勇无敌》天书;;紫
6000364;《铜皮铁骨》天书;;紫
413421;金剑黑刀;似剑非剑，兼具刀剑特点;紫
413422;鸳鸯双刀;天衣无缝，仁者无敌;紫
413423;降魔刀;乃用精铁锻制而成，锋利无比！;紫
413424;杀猪刀;真的就是一把刀而已，不是岁月;紫
413425;邢捕头的佩刀;邢不醉刚上任捕头时被赏赐的佩刀。;紫
413426;血杵的大刀;血杵仿照五虎门金刀而制的大刀;紫
413427;玉女剑;金童玉女对剑中的玉女剑;紫
413428;金童剑;金童玉女对剑中的金童剑;紫
413429;紫薇剑;此剑奇软，御剑如风;紫
413430;垂珠剑;剑随势起，剑花如珠绽落;紫
413431;灵露的红伞;可以避雨，还可以当作武器，真的是伞吗？;紫
413432;惊涛刀;;紫
6000377;《外表抱歉》天书;;蓝
6000378;《孤军奋战》天书;;暗金
413435;鱼鳞紫金刀;胜英的成名兵器，早年间凭借此刀，以及三支金镖（后传给大弟子黄香泰），在江湖上闯出了偌大名头。;紫
413436;五虎断门刀;;紫
413437;慈悲刀;;紫
413438;严刑刀;;紫
413439;金光交错刀;;紫
413440;开炉刀;;紫
6000385;《毒王》天书;;金
412401;银剑;;紫
6000387;《不动如山》天书;;绿
6000388;《内劲流转》天书;;紫
6000389;《渐入佳境》天书;;金
416703;金蜂针匣;“金银二针”之金针，对连击有奇效。;暗金
416704;爆射针匣;能一次性发射出上百枚铁针的机关针匣，机关精巧，乃上等巧匠制作。;暗金
6000392;《轻快追击》天书;;橙
6000393;《防御气场》天书;;蓝
6000394;《伺毒而动》天书;;紫
6000395;《污毒》天书;;绿
6000396;《以牙还牙》天书;;金
6000397;《精准》天书;;金
417501;金扇;;橙
6000399;《下绊子》天书;;金
417503;芭蕉扇;费玄斌心爱之物，扇上画着一个骷髅，形状很是恐怖;橙
417511;一心禅杖;这根禅杖的顶端，刻着“一心”二字，是为敦促自己修炼自身佛性而刻。;暗金
6000402;《穷追不舍》天书;;暗金
6000403;《绅士》天书;;紫
6000404;《迅疾如风》天书;;绿
440601;观音玉牌;雕刻成观音样子的玉牌，是哪位向佛人士的;金
440511;玉鞋;刻着比招二字的小玉鞋，不知道另一只在哪里！;橙
6000407;《精力充沛》天书;;绿
6000408;《找准弱点》天书;;橙
440422;三支金镖;胜英早年行走江湖所用，号称「三支金镖压绿林」，后传给大弟子黄香泰，也暗含视其为继承人之意。;紫
440421;铸剑火炉;;紫
6000411;《急性子》天书;;紫
440415;避水珠;虽然不能真正的避水，但是确实能增加水下闭气的时间;紫
440414;青臂护腕;能有效的抵挡野兽的攻击;紫
440413;六扇门弟子锁;六扇门正式捕快的锁铐，统一配备，结实耐用;紫
440412;长生门银指环;戴上后如沐春风，有助于治疗效果的发挥;紫
6000416;《岁寒三友》天书;;蓝
6000417;《剑术宗师》天书;;金
440314;群星镜;脚踩大地，仰望星空;蓝
6000419;《一代宗师》天书;;暗金
6000420;《练武奇才》天书;;暗金
6000421;《天资聪颖》天书;;金
6000422;《先天真气》天书;;金
424048;武当服;武当正式弟子所配的衣服，款式精致，用料扎实;紫
420715;大漠白猿甲;皮革制作，白猿图案装饰的盔甲，保暖厚实;暗金
6000425;《唐门三老》天书;;暗金
6000426;《穿肠破肚》天书;;蓝
6000427;《奇门遁甲》天书;;橙
6000428;《愁深似海》天书;;金
6000429;《六脉真气》天书;;蓝
6000430;《无相转生》天书;;暗金
420607;丘筑基的道袍;丘筑基的道袍;金
420606;岳黛滢的长剑;岳黛滢的长剑。;紫
420605;绣花针匣;装备后，战斗中一定概率能够回收使用过的暗器材料（未实现）;金
420604;霜家金丝服;霜家天下第一裁缝亲自绣的服装;金
420603;三山拳套;三山拳套——仇不均的宝贝;金
420602;金丝袈裟;少林寺方丈的袈裟;金
420601;黄金重甲;古代名将杰王的黄金重甲;金
420506;祝融宝甲;欧阳山庄秘宝。以百炼钢丝编制，桐油浸泡十年而得，烈火煅烧而不热，利斧猛劈而不裂。;橙
420505;西湖烟雨裳;轻薄如纱，造型雅致。;橙
420504;前朝将军甲;前朝将军留给自己儿子的铠甲，坚固万分，就是有些地方都生锈了;橙
511801;《金光交错刀法》秘籍;;紫
511802;《九霄惊雷刀法》秘籍;;暗金
511803;《银环刀法》秘籍;;绿
511804;《三劫连环剑》秘籍;;暗金
413501;金刀;;橙
413502;赤刀·真;赤刀门专属奇物，每当决斗胜利即可淬炼，淬炼度足够后便可升级为更强的赤刀。;橙
413503;闯王刀;闯王征战多年所持大刀，从无锈迹;紫
413504;烈焰红唇刀;烈焰红唇刀，有点像痔疮。;橙
413505;阴阳双绝刀;断情谷镇派之宝。断情谷祖师与昔日爱侣反目成仇，避入断情谷，从此绝情断爱，一人独使双刀。;橙
413506;九转十回刃;唐赢特地为女儿做的一把护身刀，蕴含了某种心意在内，希望唐茉茉能够理解。但是唐茉茉一直放置不用;橙
413507;乾坤百切;;橙
413508;饮血刀;;橙
413509;余秧;古朴的金刀，刀柄上用金线刻着“积恶余秧”。;橙
511814;《破风掌》秘籍;;白
511815;《尖冲剑法》秘籍;;绿
520008;《庖丁刀法》秘籍;;金
520009;《烈焰刀法·真》秘籍;;暗金
420103;燃尽的布衣;原本华贵的布衣，被烧出几个大洞，很难再穿了;白
420102;布衣;;白
414712;天残护腿;;暗金
414713;飞天护腿;;暗金
417614;铁骨钉钉;其实就是几枚铁钉。平平无奇的常见物件，能否打出巨大威力，还是看使用者的功力。;暗金
417615;千丝万缕盒;看似一个精美的针线盒，里面装的也是针和线。机关到底在哪里呢？;暗金
417616;分筋断骨钉;钉刺入骨，伤及经脉。可使受伤者无法发动内功。;暗金
417617;无定神针;通体黝黑的细针，即使扎到目标，也令人无法察觉，事后检查都很难发现。;暗金
