天赋id;天赋名称;描述;稀有度
50201;鸾骞鹤舞·狂;《青鸾凤舞》多段攻击次数+2；百里挑一2级：腿法武学攻击目标时，30%几率对其中一个敌人额外进行一次攻击（每回合限一次）;金
50200;鸾骞鹤舞·极;《青鸾凤舞》多段攻击次数+2；百里挑一1级：腿法武学攻击目标时，20%几率对其中一个敌人额外进行一次攻击（每回合限一次）;橙
50199;鸾骞鹤舞;《青鸾凤舞》多段攻击次数+1；百里挑一1级：腿法武学攻击目标时，20%几率对其中一个敌人额外进行一次攻击（每回合限一次）;紫
50198;游走识破3级;蛇族常年游走在森林之中，破招率+30%;暗金
50197;游走识破2级;蛇族常年游走在森林之中，破招率+20%;金
50196;游走识破1级;蛇族常年游走在森林之中，破招率+10%;橙
50195;力大无穷;每经过三次行动，下一次攻击的基础伤害+20%;暗金
50194;魅惑人间;对异性角色造成的伤害增加15%;暗金
50193;博览群书;可学武学数量上限+1，可学天赋数量上限+1;暗金
50192;太白宝剑;《太白剑法》威力百分比+10%;蓝
50191;参数天赋测试;自身被同一个武学攻击两次后可喊出“哈哈哈”;
50190;测试天赋;测试效果：触发绝招;暗金
50189;矫若游龙;龙门镖局奇门武学威力百分比+10%;金
50188;龙腾虎跃;龙门镖局武学伤害+10%;金
50187;风虎云龙;龙门镖局武学伤害+15%;暗金
50186;医者仁心;长生门医术治疗效果+10%;金
50185;百毒不侵;五毒教内功伤害+10%;暗金
50184;内圆外方;玄机门外功攻击时，50%概率造成30%的额外伤害;暗金
50183;月落参横;天阴教拳法伤害+10%;暗金
50182;力之玄机;玄机门掌法武学伤害+10%;金
50181;白衣渡江;白衣教武学伤害+10%;暗金
50180;月朗星稀;天阴教武学攻击时，敌人每多一种基础负面状态（流血、中毒、内伤、破甲、残废、减速），造成伤害+10%;暗金
50179;巧之玄机;玄机门剑法伤害+10%;金
50178;速之玄机;玄机门腿法伤害+10%;金
50177;浩然正气;六扇门拳法武学攻击真气小于20%的角色时，40%概率造成40%的伤害;暗金
50176;惩奸除恶;自身拥有强壮时，六扇门拳法武学伤害+10%;金
50175;不卑不亢;六扇门奇门武学攻击时，50%概率造成伤害+30%;暗金
50174;川流不息;六扇门奇门武学威力百分比+20%;暗金
50173;临危不乱;六扇门刀法武学攻击敌人时，50%概率造成伤害+30%;暗金
50172;刚正不阿;六扇门刀法威力百分比+20%;暗金
50171;倚天秘法;峨嵋剑法暴击伤害倍数+10%;金
50170;横空一剑;峨嵋剑法若本次不暴击，则下次攻击时峨嵋剑法暴击率+5%（最多可叠加2次，暴击后消失）;金
50169;冠绝天下;峨嵋剑法武学威力百分比+10%;金
50168;金顶秘卷4级;峨嵋武学暴击后必定触发绝招（每回合生效一次，最高升至4级）;暗金
50167;金顶秘卷3级;峨嵋武学暴击后60%概率触发绝招（每回合生效一次，最高升至4级）;金
50166;金顶秘卷2级;峨嵋武学暴击后30%概率触发绝招（每回合生效一次，最高升至4级）;橙
50165;金顶秘卷1级;峨嵋武学暴击后10%概率触发绝招（每回合生效一次，最高升至4级）;紫
50164;汹汹气势;丐帮拳掌伤害+10%;暗金
50163;人多势众;丐帮腿法伤害+10%;暗金
50162;铁索横江;使用任何丐帮奇门武学后，下回合继续使用丐帮奇门武学，则威力百分比+10%;暗金
50161;棍棍生风;丐帮奇门威力百分比+10%;暗金
50160;饿虎扑食;《黑虎绝户爪》绝招释放后有30%概率追加一次破阵爪;暗金
50159;虎视眈眈;《虎爪功》、《黑虎绝户爪》绝招伤害+15%;暗金
50158;中正安舒;《太极拳》《太极剑》攻击后提升暴击抵抗率70%，被击3次后消失，最多持续1回合;暗金
50157;阴阳刚柔;武当剑法武学伤害+15%;暗金
50156;松柔慢匀;武当武学伤害+10%;暗金
50155;中庸;自身回合内会用武当拳掌武学攻击敌人时，50%概率伤害+30%;暗金
50154;太极生圆1级;使用《太极拳》、《太极剑》攻击时，攻击范围增加至3*3范围;暗金
20205;丐帮·连招率;;橙
50153;太极生圆1级;使用《太极拳》、《太极剑》主动攻击时，攻击范围增加至3*3范围;暗金
50152;太极生圆1级;使用《太极拳》、《太极剑》主动攻击时，60%概率使攻击范围增加至3*3范围;暗金
50151;风驰雨骤;少林腿法伤害+15%;暗金
50150;风卷残云;少林腿法伤害+10%;金
50149;当头一棒;少林奇门对非中心目标的敌人伤害+15%;暗金
50148;夹枪带棒;少林奇门伤害+10%;金
28404;天地会·连击率;;紫
50147;舞刀弄枪;少林奇门威力百分比+10%;金
50146;宝刀未老;少林刀法攻击敌人时，40%概率造成40%额外伤害;暗金
50145;牛刀小试;少林寺刀法伤害+10%;金
50144;放下屠刀;少林刀法威力百分比+10%;金
50143;一拳柱定;少林拳掌伤害+10%;金
50142;刚猛拳法;少林拳掌攻击敌人时，50%概率造成30%额外伤害;暗金
50141;汲取生命5级;吸血率+20%;暗金
50140;汲取生命4级;吸血率+15%;金
50139;汲取生命3级;吸血率+10%;橙
50138;汲取生命2级;吸血率+6%;紫
50137;忽视防御4级;忽视防御率+20%;金
50136;忽视防御3级;忽视防御率+15%;橙
50135;忽视防御2级;忽视防御率+10%;紫
50134;致命反弹4级;反弹伤害倍数+16%;金
50133;致命反弹3级;反弹伤害倍数+12%;橙
50132;致命反弹2级;反弹伤害倍数+8%;紫
50131;绵延不绝4级;连招率+12%;金
50130;绵延不绝3级;连招率+9%;橙
50129;绵延不绝2级;连招率+6%;紫
50128;技艺超群3级;绝招率+12%;橙
50127;技艺超群2级;绝招率+8%;紫
50126;遥相呼应3级;合击率+10%;橙
50125;遥相呼应2级;合击率+6%;紫
50124;左右逢源3级;援护率+10%;橙
50123;左右逢源2级;援护率+6%;紫
50122;反弹龟甲4级;反弹率+16%;金
50121;反弹龟甲3级;反弹率+12%;橙
50120;反弹龟甲2级;反弹率+8%;紫
50119;连环夺命3级;连击率+10%;橙
50118;连环夺命2级;连击率+6%;紫
50117;破尽万物2级;破招率+8%;紫
50116;闪转腾挪3级;闪避率+9%;橙
50115;闪转腾挪2级;闪避率+6%;紫
50114;百发百中5级;命中率+20%;暗金
50113;百发百中4级;命中率+15%;金
50112;百发百中3级;命中率+10%;橙
50111;百发百中2级;命中率+6%;紫
50110;反戈一击5级;反击率+40%;暗金
50109;反戈一击4级;反击率+30%;金
50108;反戈一击3级;反击率+20%;橙
50107;反戈一击2级;反击率+12%;紫
50106;事半功倍5级;暴击伤害倍数+60%;暗金
50105;事半功倍4级;暴击伤害倍数+40%;金
50104;事半功倍3级;暴击伤害倍数+25%;橙
50103;事半功倍2级;暴击伤害倍数+16%;紫
50102;专注防守4级;暴击抵抗率+12%;金
50101;专注防守2级;暴击抵抗率+6%;紫
50100;专注防守3级;暴击抵抗率+9%;橙
50099;恰中要害4级;暴击率+16%;金
50098;恰中要害3级;暴击率+12%;橙
50097;恰中要害2级;暴击率+8%;紫
50096;暗门无双5级;暗器伤害+24%;暗金
50095;暗门无双4级;暗器伤害+18%;金
50094;暗门无双3级;暗器伤害+12%;橙
50093;暗门无双2级;暗器伤害+8%;紫
50092;汲取生命1级;吸血率+3%;蓝
50091;忽视防御1级;忽视防御率+5%;蓝
50090;致命反弹1级;反弹伤害倍数+4%;蓝
50089;绵延不绝1级;连招率+3%;蓝
50088;技艺超群1级;绝招率+4%;蓝
50087;遥相呼应1级;合击率+3%;蓝
50086;左右逢源1级;援护率+3%;蓝
50085;反弹龟甲1级;反弹率+4%;蓝
50084;连环夺命1级;连击率+3%;蓝
50083;破尽万物1级;破招率+3%;蓝
50082;闪转腾挪1级;闪避率+3%;蓝
50081;百发百中1级;命中率+3%;蓝
50080;反戈一击1级;反击率+6%;蓝
50079;事半功倍1级;暴击伤害倍数+8%;蓝
50078;专注防守1级;暴击抵抗率+3%;蓝
50077;恰中要害1级;暴击率+4%;蓝
50076;暗门无双1级;暗器伤害+4%;蓝
50075;奇门术数5级;奇门伤害+24%;暗金
50074;奇门术数4级;奇门伤害+18%;金
50073;奇门术数3级;奇门伤害+12%;橙
50072;奇门术数2级;奇门伤害+8%;紫
50071;奇门术数1级;奇门伤害+4%;蓝
50070;杏林高手5级;医术治疗+24%;暗金
50069;杏林高手4级;医术治疗+18%;金
50068;杏林高手3级;医术治疗+12%;橙
50067;杏林高手2级;医术治疗+8%;紫
50066;杏林高手1级;医术治疗+4%;蓝
50065;先天真气5级;内功伤害+24%;暗金
50064;先天真气4级;内功伤害+18%;金
16201;恒山派·初;;绿
16202;恒山派·极;;紫
16203;恒山派·狂;;金
16204;恒山派·化;;暗金
50063;先天真气3级;内功伤害+12%;橙
50062;先天真气2级;内功伤害+8%;紫
50061;先天真气1级;内功伤害+4%;蓝
50057;剑气破空2级;剑法伤害+8%;紫
20305;长生门·合击率;;橙
50056;剑气破空1级;剑法伤害+4%;蓝
50055;极速无影5级;腿法伤害+24%;暗金
50054;极速无影4级;腿法伤害+18%;金
50053;极速无影3级;腿法伤害+12%;橙
28502;铁掌门·剑法攻击;;绿
50052;极速无影2级;腿法伤害+8%;紫
50051;极速无影1级;腿法伤害+4%;蓝
50050;抽刀断水5级;刀法伤害+24%;暗金
50049;抽刀断水4级;刀法伤害+18%;金
50048;抽刀断水3级;刀法伤害+12%;橙
50047;抽刀断水2级;刀法伤害+8%;紫
50046;抽刀断水1级;刀法伤害+4%;蓝
50045;拳拳生风5级;拳掌伤害+24%;暗金
50044;拳拳生风4级;拳掌伤害+18%;金
50043;拳拳生风1级;拳掌伤害+12%;橙
50042;拳拳生风2级;拳掌伤害+8%;紫
50041;拳拳生风1级;拳掌伤害+4%;蓝
50040;断愁离魂4级;暗器威力百分比+20%;金
50039;断愁离魂3级;暗器威力百分比+15%;橙
50038;断愁离魂2级;暗器威力百分比+10%;紫
50037;断愁离魂1级;暗器威力百分比+5%;蓝
50036;奇门遁甲4级;奇门威力百分比+20%;金
50035;奇门遁甲3级;奇门威力百分比+15%;橙
50034;奇门遁甲2级;奇门威力百分比+10%;紫
50033;奇门遁甲1级;奇门威力百分比+5%;蓝
50032;仁心仁术4级;医术威力百分比+20%;金
50031;仁心仁术3级;医术威力百分比+15%;橙
50030;仁心仁术2级;医术威力百分比+10%;紫
50029;仁心仁术1级;医术威力百分比+5%;蓝
50028;气贯苍穹4级;内功威力百分比+20%;金
50027;气贯苍穹3级;内功威力百分比+15%;橙
50026;气贯苍穹2级;内功威力百分比+10%;紫
50025;气贯苍穹1级;内功威力百分比+5%;蓝
50024;寒风剑气4级;剑法威力百分比+20%;金
50023;寒风剑气3级;剑法威力百分比+15%;橙
50022;寒风剑气2级;剑法威力百分比+10%;紫
50021;寒风剑气1级;剑法威力百分比+5%;蓝
50020;旋风神腿4级;腿法威力百分比+20%;金
50019;旋风神腿3级;腿法威力百分比+15%;橙
50018;旋风神腿2级;腿法威力百分比+10%;紫
50017;旋风神腿1级;腿法威力百分比+5%;蓝
50016;刀光剑影4级;刀法威力百分比+20%;金
50015;刀光剑影3级;刀法威力百分比+15%;橙
50014;刀光剑影2级;刀法威力百分比+10%;紫
50013;刀光剑影1级;刀法威力百分比+5%;蓝
50012;赤手空拳4级;拳掌威力百分比+20%;蓝
50011;赤手空拳3级;拳掌威力百分比+15%;蓝
50010;赤手空拳2级;拳掌威力百分比+10%;蓝
50009;赤手空拳1级;拳掌威力百分比+5%;蓝
50008;算无遗漏;包打听装神弄鬼时领悟的专属天赋，所有武学等级上限+1;金
50007;飞仙剑阵;使用《七十二峰飞仙剑》攻击时，自身合击率+5%;
50006;返老还童;首次使用医术，降低目标单位的武学CD1回合;暗金
50005;医术圣手;使用医术时，增加20%治疗;橙
50004;踏月扇;对目标造成伤害后，20%概率封印目标一个回合，使其无法攻击;橙
50003;醉意;攻击目标为其附加一层醉意。攻击拥有醉意的目标时，伤害+20%。醉意：受到攻击时，额外附加攻击者攻击力*70%的伤害，触发后移除此效果;金
50002;梦华珠;自身回合开始时，为我方生命值最低的单位进行治疗，恢复其攻击力+医术精通*10的生命值，每回合生效一次;金
50001;烈焰珠;暴击伤害倍数+20%;橙
50000;玄武盾;队友受到攻击时，能够以自身防御分担20%的伤害;暗金
30062;潇潇雨歇;攻击异性单位基础伤害+10%;金
30061;真气提升-熟练;真气+2500;蓝
30060;真气提升-初学;真气+2000;绿
30059;真气提升-珍稀;真气+8500;金
30058;真气提升-极品;真气+5000;橙
30057;真气提升-优秀;真气+3500;紫
30056;真气提升-新手;真气+1750;白
30055;真气提升-无双;真气+13000;暗金
30054;防御提升-熟练;防御+150;蓝
30053;防御提升-初学;防御+120;绿
30052;防御提升-珍稀;防御+510;金
30051;防御提升-极品;防御+300;橙
30050;防御提升-优秀;防御+210;紫
30049;防御提升-新手;防御+105;白
30048;防御提升-无双;防御+780;暗金
30047;生命提升-熟练;生命+2500;蓝
30046;生命提升-初学;生命+2000;绿
30045;生命提升-珍稀;生命+8500;金
30044;生命提升-极品;生命+5000;橙
30043;生命提升-优秀;生命+3500;紫
30042;生命提升-新手;生命+1750;白
30041;生命提升-无双;生命+13000;暗金
30040;攻击提升-初学;武学攻击+400;绿
30039;攻击提升-熟练;武学攻击+500;蓝
30038;攻击提升-珍稀;武学攻击+1700;金
30037;攻击提升-极品;武学攻击+1000;橙
30036;攻击提升-优秀;武学攻击+700;紫
30035;攻击提升-新手;武学攻击+350;白
30034;攻击提升-无双;武学攻击+2600;暗金
12201;铸剑山庄·初;;绿
12202;铸剑山庄·极;;紫
12203;铸剑山庄·狂;;金
12204;铸剑山庄·化;;暗金
16301;六扇门·初;;绿
16302;六扇门·极;;紫
16303;六扇门·狂;;金
16304;六扇门·化;;暗金
30033;暗器提升3级;使用暗器武学基础伤害+10%;暗金
30032;暗器提升2级;使用暗器武学基础伤害+8%;金
30031;暗器提升1级;使用暗器武学基础伤害+5%;紫
30030;奇门提升3级;使用奇门武学基础伤害+10%;暗金
20405;武当派·反击率;;橙
30029;奇门提升2级;使用奇门武学基础伤害+8%;金
30028;奇门提升1级;使用奇门武学基础伤害+5%;紫
30027;医术提升3级;使用医术武学基础伤害+10%;暗金
30026;医术提升2级;使用医术武学基础伤害+8%;金
30025;医术提升1级;使用医术武学基础伤害+5%;紫
30024;内功提升3级;使用内功武学基础伤害+10%;暗金
28604;南宫世家·悟性;;紫
30023;内功提升2级;使用内功武学基础伤害+8%;金
30022;内功提升1级;使用内功武学基础伤害+5%;紫
30021;剑法提升3级;使用剑法武学基础伤害+10%;暗金
30020;剑法提升2级;使用剑法武学基础伤害+8%;金
30019;剑法提升1级;使用剑法武学基础伤害+5%;紫
30018;腿法提升3级;使用腿法武学基础伤害+10%;暗金
30017;腿法提升2级;使用腿法武学基础伤害+8%;金
30016;腿法提升1级;使用腿法武学基础伤害+5%;紫
30015;刀攻提升3级;使用刀法武学基础伤害+10%;暗金
30014;刀攻提升2级;使用刀法武学基础伤害+8%;金
